Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"BZW1","Basic Leucine Zipper And W2 Domains 1","Protein Coding","34","GC02P200810","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BZW1"
"SCT","Secretin","Protein Coding","34","GC11M000626","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCT"
"VPS52","VPS52 Subunit Of GARP Complex","Protein Coding","34","GC06M061394","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS52"
"FBXO22","F-Box Protein 22","Protein Coding","33","GC15P075903","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO22"
"SHQ1","SHQ1, H/ACA Ribonucleoprotein Assembly Factor","Protein Coding","33","GC03M072725","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHQ1"
"MIF4GD","MIF4G Domain Containing","Protein Coding","33","GC17M075266","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIF4GD"
"GSDMC","Gasdermin C","Protein Coding","33","GC08M129705","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSDMC"
"INS-IGF2","INS-IGF2 Readthrough","Protein Coding","28","GC11M002735","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS-IGF2"
"RIOX1","Ribosomal Oxygenase 1","Protein Coding","24","GC14P073492","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOX1"
"MIR1225","MicroRNA 1225","RNA Gene","17","GC16M002090","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1225"
"MIR525","MicroRNA 525","RNA Gene","17","GC19P053697","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR525"
"MIR548C","MicroRNA 548c","RNA Gene","16","GC12P064622","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548C"
"MIR5100","MicroRNA 5100","RNA Gene","13","GC10P043123","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5100"
"BABAM2-AS1","BABAM2 Antisense RNA 1","RNA Gene","12","GC02M028036","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BABAM2-AS1"
"MIR6165","MicroRNA 6165","RNA Gene","10","GC17P049510","0.60480809211731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6165"
"ATAD2","ATPase Family AAA Domain Containing 2","Protein Coding","38","GC08M123319","0.60463559627533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATAD2"
"GATA3","GATA Binding Protein 3","Protein Coding","48","GC10P008045","0.602196931838989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA3"
"ADAMTS13","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 13","Protein Coding","48","GC09P133414","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS13"
"STRADA","STE20 Related Adaptor Alpha","Protein Coding","44","GC17M063683","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRADA"
"ZIC2","Zic Family Member 2","Protein Coding","43","GC13P099981","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZIC2"
"SEMA3E","Semaphorin 3E","Protein Coding","42","GC07M083363","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA3E"
"GDF11","Growth Differentiation Factor 11","Protein Coding","41","GC12P055743","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF11"
"AAK1","AP2 Associated Kinase 1","Protein Coding","41","GC02M069459","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAK1"
"ARR3","Arrestin 3","Protein Coding","41","GC0XP070269","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARR3"
"SLC38A1","Solute Carrier Family 38 Member 1","Protein Coding","41","GC12M046183","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC38A1"
"SCG3","Secretogranin III","Protein Coding","40","GC15P051681","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCG3"
"CALML3","Calmodulin Like 3","Protein Coding","40","GC10P005556","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALML3"
"IL18RAP","Interleukin 18 Receptor Accessory Protein","Protein Coding","38","GC02P102418","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18RAP"
"SLC25A31","Solute Carrier Family 25 Member 31","Protein Coding","38","GC04P127730","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A31"
"DLG5","Discs Large MAGUK Scaffold Protein 5","Protein Coding","38","GC10M077790","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG5"
"PFDN5","Prefoldin Subunit 5","Protein Coding","38","GC12P053295","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFDN5"
"MPHOSPH8","M-Phase Phosphoprotein 8","Protein Coding","37","GC13P019633","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPHOSPH8"
"SFXN3","Sideroflexin 3","Protein Coding","37","GC10P101031","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFXN3"
"HIRIP3","HIRA Interacting Protein 3","Protein Coding","36","GC16M029992","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIRIP3"
"DHDH","Dihydrodiol Dehydrogenase","Protein Coding","36","GC19P052268","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHDH"
"ZNF667","Zinc Finger Protein 667","Protein Coding","36","GC19M062562","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF667"
"RNPC3","RNA Binding Region (RNP1, RRM) Containing 3","Protein Coding","35","GC01P103525","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPC3"
"CCDC136","Coiled-Coil Domain Containing 136","Protein Coding","34","GC07P131422","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC136"
"FBRS","Fibrosin","Protein Coding","33","GC16P039446","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBRS"
"UCN2","Urocortin 2","Protein Coding","33","GC03M048561","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCN2"
"LIN37","Lin-37 DREAM MuvB Core Complex Component","Protein Coding","30","GC19P051426","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN37"
"ATP5ME","ATP Synthase Membrane Subunit E","Protein Coding","30","GC04M001167","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5ME"
"MCM3AP-AS1","MCM3AP Antisense RNA 1","RNA Gene","20","GC21P046229","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3AP-AS1"
"FTH1P3","Ferritin Heavy Chain 1 Pseudogene 3","Pseudogene","14","GC02M027392","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTH1P3"
"LINC01410","Long Intergenic Non-Protein Coding RNA 1410","RNA Gene","13","GC09P062801","0.601487517356873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01410"
"SNHG3","Small Nucleolar RNA Host Gene 3","RNA Gene","20","GC01P028506","0.600963830947876","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG3"
"PTDSS1","Phosphatidylserine Synthase 1","Protein Coding","43","GC08P096261","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTDSS1"
"ELAC2","ElaC Ribonuclease Z 2","Protein Coding","42","GC17M012991","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAC2"
"INSRR","Insulin Receptor Related Receptor","Protein Coding","42","GC01M156840","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSRR"
"GIGYF2","GRB10 Interacting GYF Protein 2","Protein Coding","40","GC02P232698","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIGYF2"
"NXF1","Nuclear RNA Export Factor 1","Protein Coding","40","GC11M084562","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NXF1"
"LUC7L","LUC7 Like","Protein Coding","38","GC16M000188","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUC7L"
"REEP6","Receptor Accessory Protein 6","Protein Coding","38","GC19P001491","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REEP6"
"DHRS7B","Dehydrogenase/Reductase 7B","Protein Coding","34","GC17P049576","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS7B"
"FBXL8","F-Box And Leucine Rich Repeat Protein 8","Protein Coding","33","GC16P067160","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL8"
"SPART","Spartin","Protein Coding","32","GC13M036302","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPART"
"RAMAC","RNA Guanine-7 Methyltransferase Activating Subunit","Protein Coding","25","GC15P112155","0.600552439689636","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMAC"
"PKD2","Polycystin 2, Transient Receptor Potential Cation Channel","Protein Coding","46","GC04P088007","0.599493503570557","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD2"
"CHIT1","Chitinase 1","Protein Coding","43","GC01M203181","0.598458886146545","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHIT1"
"PMP22","Peripheral Myelin Protein 22","Protein Coding","42","GC17M015229","0.596646368503571","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMP22"
"TREX1","Three Prime Repair Exonuclease 1","Protein Coding","41","GC03P048695","0.596500754356384","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREX1"
"PDPN","Podoplanin","Protein Coding","40","GC01P013583","0.596500754356384","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDPN"
"CLK3","CDC Like Kinase 3","Protein Coding","42","GC15P074598","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLK3"
"FN3K","Fructosamine 3 Kinase","Protein Coding","39","GC17P082735","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN3K"
"ACP6","Acid Phosphatase 6, Lysophosphatidic","Protein Coding","39","GC01M147630","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACP6"
"MTMR1","Myotubularin Related Protein 1","Protein Coding","38","GC0XP150692","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR1"
"AKAP7","A-Kinase Anchoring Protein 7","Protein Coding","38","GC06P131126","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP7"
"PPP1R12B","Protein Phosphatase 1 Regulatory Subunit 12B","Protein Coding","38","GC01P202348","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R12B"
"PPP1R9A","Protein Phosphatase 1 Regulatory Subunit 9A","Protein Coding","38","GC07P094907","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R9A"
"IP6K3","Inositol Hexakisphosphate Kinase 3","Protein Coding","37","GC06M033721","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K3"
"MTMR7","Myotubularin Related Protein 7","Protein Coding","37","GC08M017296","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR7"
"MTMR12","Myotubularin Related Protein 12","Protein Coding","37","GC05M032227","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR12"
"TPTE","Transmembrane Phosphatase With Tensin Homology","Protein Coding","37","GC21P010521","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPTE"
"PPFIA4","PTPRF Interacting Protein Alpha 4","Protein Coding","37","GC01P203026","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIA4"
"PPFIA3","PTPRF Interacting Protein Alpha 3","Protein Coding","36","GC19P049119","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIA3"
"PPP1R3F","Protein Phosphatase 1 Regulatory Subunit 3F","Protein Coding","35","GC0XP049269","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R3F"
"RPS6KL1","Ribosomal Protein S6 Kinase Like 1","Protein Coding","34","GC14M074903","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KL1"
"PPP1R3D","Protein Phosphatase 1 Regulatory Subunit 3D","Protein Coding","34","GC20M059936","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R3D"
"PTPRCAP","Protein Tyrosine Phosphatase Receptor Type C Associated Protein","Protein Coding","34","GC11M084791","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRCAP"
"PPP1R14D","Protein Phosphatase 1 Regulatory Inhibitor Subunit 14D","Protein Coding","30","GC15M040815","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R14D"
"PPP4R1L","Protein Phosphatase 4 Regulatory Subunit 1 Like (Pseudogene)","Pseudogene","25","GC20M058228","0.595708012580872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP4R1L"
"SND1","Staphylococcal Nuclease And Tudor Domain Containing 1","Protein Coding","41","GC07P127652","0.594198107719421","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SND1"
"ALS2","Alsin Rho Guanine Nucleotide Exchange Factor ALS2","Protein Coding","44","GC02M201701","0.593766331672668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALS2"
"C4B","Complement C4B (Chido Blood Group)","Protein Coding","44","GC06P032014","0.593766331672668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4B"
"F9","Coagulation Factor IX","Protein Coding","47","GC0XP139530","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F9"
"ADRA1A","Adrenoceptor Alpha 1A","Protein Coding","46","GC08M026747","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRA1A"
"SUCLA2","Succinate-CoA Ligase ADP-Forming Subunit Beta","Protein Coding","46","GC13M047745","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLA2"
"MYOCD","Myocardin","Protein Coding","42","GC17P012665","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYOCD"
"MTNR1A","Melatonin Receptor 1A","Protein Coding","42","GC04M186533","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTNR1A"
"BCKDHB","Branched Chain Keto Acid Dehydrogenase E1 Subunit Beta","Protein Coding","42","GC06P080106","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCKDHB"
"LYVE1","Lymphatic Vessel Endothelial Hyaluronan Receptor 1","Protein Coding","42","GC11M010999","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYVE1"
"STX3","Syntaxin 3","Protein Coding","41","GC11P059713","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX3"
"PDLIM1","PDZ And LIM Domain 1","Protein Coding","40","GC10M095237","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDLIM1"
"ALX4","ALX Homeobox 4","Protein Coding","40","GC11M044238","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALX4"
"LRRC4","Leucine Rich Repeat Containing 4","Protein Coding","40","GC07M128027","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC4"
"CDC23","Cell Division Cycle 23","Protein Coding","38","GC05M138198","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC23"
"NOXO1","NADPH Oxidase Organizer 1","Protein Coding","37","GC16M006278","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOXO1"
"CBX8","Chromobox 8","Protein Coding","37","GC17M079794","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX8"
"COPG1","COPI Coat Complex Subunit Gamma 1","Protein Coding","37","GC03P129249","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPG1"
"UPK1A","Uroplakin 1A","Protein Coding","37","GC19P051406","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPK1A"
"BNC1","Basonuclin 1","Protein Coding","36","GC15M083255","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BNC1"
"SLBP","Stem-Loop Binding Protein","Protein Coding","36","GC04M001692","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLBP"
"SSX2","SSX Family Member 2","Protein Coding","36","GC0XM052696","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSX2"
"ELP1","Elongator Acetyltransferase Complex Subunit 1","Protein Coding","34","GC09M108868","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP1"
"CHCHD6","Coiled-Coil-Helix-Coiled-Coil-Helix Domain Containing 6","Protein Coding","34","GC03P126704","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHCHD6"
"TMEM192","Transmembrane Protein 192","Protein Coding","32","GC04M165070","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM192"
"MARCHF1","Membrane Associated Ring-CH-Type Finger 1","Protein Coding","26","GC04M163525","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCHF1"
"SNHG8","Small Nucleolar RNA Host Gene 8","RNA Gene","21","GC04P118278","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG8"
"HCG18","HLA Complex Group 18","RNA Gene","18","GC06M061211","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG18"
"MIR644A","MicroRNA 644a","RNA Gene","12","GC20P034468","0.59183406829834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR644A"
"EXT1","Exostosin Glycosyltransferase 1","Protein Coding","48","GC08M117798","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXT1"
"LIPC","Lipase C, Hepatic Type","Protein Coding","46","GC15P058410","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPC"
"ABCC9","ATP Binding Cassette Subfamily C Member 9","Protein Coding","45","GC12M021797","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC9"
"UGDH","UDP-Glucose 6-Dehydrogenase","Protein Coding","45","GC04M039502","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGDH"
"ITGA9","Integrin Subunit Alpha 9","Protein Coding","42","GC03P037468","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA9"
"CACNA2D3","Calcium Voltage-Gated Channel Auxiliary Subunit Alpha2delta 3","Protein Coding","42","GC03P054156","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA2D3"
"PLD3","Phospholipase D Family Member 3","Protein Coding","42","GC19P040348","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLD3"
"AEBP1","AE Binding Protein 1","Protein Coding","41","GC07P044106","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AEBP1"
"HMGN1","High Mobility Group Nucleosome Binding Domain 1","Protein Coding","40","GC21M039342","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGN1"
"RPS6KC1","Ribosomal Protein S6 Kinase C1","Protein Coding","40","GC01P213051","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KC1"
"KIF3A","Kinesin Family Member 3A","Protein Coding","40","GC05M132689","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF3A"
"SLC4A11","Solute Carrier Family 4 Member 11","Protein Coding","40","GC20M003281","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC4A11"
"GMFB","Glia Maturation Factor Beta","Protein Coding","39","GC14M054474","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMFB"
"INSIG2","Insulin Induced Gene 2","Protein Coding","39","GC02P118088","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSIG2"
"GLIS3","GLIS Family Zinc Finger 3","Protein Coding","38","GC09M003816","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLIS3"
"BRD9","Bromodomain Containing 9","Protein Coding","38","GC05M001068","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD9"
"CDCA2","Cell Division Cycle Associated 2","Protein Coding","38","GC08P025458","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA2"
"PXK","PX Domain Containing Serine/Threonine Kinase Like","Protein Coding","38","GC03P058333","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXK"
"MT1F","Metallothionein 1F","Protein Coding","37","GC16P056657","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1F"
"SETD3","SET Domain Containing 3, Actin Histidine Methyltransferase","Protein Coding","37","GC14M099397","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD3"
"PLAGL2","PLAG1 Like Zinc Finger 2","Protein Coding","37","GC20M032192","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAGL2"
"USP44","Ubiquitin Specific Peptidase 44","Protein Coding","37","GC12M095516","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP44"
"GPATCH8","G-Patch Domain Containing 8","Protein Coding","36","GC17M044395","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPATCH8"
"ADAD1","Adenosine Deaminase Domain Containing 1","Protein Coding","36","GC04P122378","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAD1"
"PCGF1","Polycomb Group Ring Finger 1","Protein Coding","36","GC02M074505","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCGF1"
"ANKRD54","Ankyrin Repeat Domain 54","Protein Coding","36","GC22M055246","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD54"
"TSSK6","Testis Specific Serine Kinase 6","Protein Coding","36","GC19M019514","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSSK6"
"TTLL3","Tubulin Tyrosine Ligase Like 3","Protein Coding","35","GC03P009808","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTLL3"
"SEC61G","SEC61 Translocon Subunit Gamma","Protein Coding","34","GC07M054752","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC61G"
"MIS12","MIS12 Kinetochore Complex Component","Protein Coding","34","GC17P005486","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIS12"
"ZMYM1","Zinc Finger MYM-Type Containing 1","Protein Coding","34","GC01P035032","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMYM1"
"MTCL1","Microtubule Crosslinking Factor 1","Protein Coding","33","GC18P008705","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCL1"
"LYNX1","Ly6/Neurotoxin 1","Protein Coding","33","GC08M142966","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYNX1"
"ZFC3H1","Zinc Finger C3H1-Type Containing","Protein Coding","33","GC12M071609","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFC3H1"
"RNF121","Ring Finger Protein 121","Protein Coding","32","GC11P071928","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF121"
"TMEM106C","Transmembrane Protein 106C","Protein Coding","32","GC12P047963","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM106C"
"EFCAB14","EF-Hand Calcium Binding Domain 14","Protein Coding","32","GC01M046675","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFCAB14"
"C2CD5","C2 Calcium Dependent Domain Containing 5","Protein Coding","32","GC12M022448","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C2CD5"
"DENND6A","DENN Domain Containing 6A","Protein Coding","32","GC03M057612","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND6A"
"CEP170B","Centrosomal Protein 170B","Protein Coding","31","GC14P104865","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP170B"
"TMEM94","Transmembrane Protein 94","Protein Coding","30","GC17P075507","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM94"
"FAM133B","Family With Sequence Similarity 133 Member B","Protein Coding","29","GC07M092560","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM133B"
"PRKY","Protein Kinase Y-Linked (Pseudogene)","Pseudogene","24","GC0YP007273","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKY"
"RMST","Rhabdomyosarcoma 2 Associated Transcript","RNA Gene","22","GC12P097431","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMST"
"MIRLET7A3","MicroRNA Let-7a-3","RNA Gene","21","GC22P046112","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7A3"
"LINC00342","Long Intergenic Non-Protein Coding RNA 342","RNA Gene","18","GC02M095807","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00342"
"MIR556","MicroRNA 556","RNA Gene","17","GC01P162342","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR556"
"LINC01198","Long Intergenic Non-Protein Coding RNA 1198","RNA Gene","14","GC13M046455","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01198"
"MIR4500","MicroRNA 4500","RNA Gene","10","GC13M087618","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4500"
"ANKRD11P2","ANKRD11 Pseudogene 2","Pseudogene","4","GC0XM146633","0.59144788980484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD11P2"
"KIAA0513","KIAA0513","Protein Coding","33","GC16P085027","0.591270983219147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0513"
"CA12","Carbonic Anhydrase 12","Protein Coding","47","GC15M063321","0.589884757995605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA12"
"DOCK7","Dedicator Of Cytokinesis 7","Protein Coding","42","GC01M062454","0.589884757995605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK7"
"KLRD1","Killer Cell Lectin Like Receptor D1","Protein Coding","41","GC12P010226","0.589884757995605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRD1"
"HOXC9","Homeobox C9","Protein Coding","37","GC12P054901","0.589884757995605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXC9"
"TCEA1","Transcription Elongation Factor A1","Protein Coding","37","GC08M053966","0.589884757995605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEA1"
"ZDHHC5","Zinc Finger DHHC-Type Palmitoyltransferase 5","Protein Coding","36","GC11P057670","0.589884757995605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC5"
"TNFAIP8L3","TNF Alpha Induced Protein 8 Like 3","Protein Coding","34","GC15M051056","0.589884757995605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFAIP8L3"
